user_id,feature_enabled,experiment_selected_date,event_date,games_played,revenue,feature_enabled_during_use,After_Treatment,Diff_Days
179,1,1/17/18,1/22/18,18,0,2,1,5
179,1,1/17/18,1/23/18,23,0,2,1,6
179,1,1/17/18,1/24/18,20,0,2,1,7
189,1,1/17/18,1/17/18,6,0,2,1,0
189,1,1/17/18,1/18/18,9,0,2,1,1
189,1,1/17/18,1/19/18,6,0,2,1,2
192,0,1/17/18,1/15/18,27,0,1,0,-2
192,0,1/17/18,1/16/18,35,0,1,0,-1
192,0,1/17/18,1/17/18,23,0,0,1,0
192,0,1/17/18,1/18/18,31,0,0,1,1
192,0,1/17/18,1/19/18,22,0,0,1,2
192,0,1/17/18,1/20/18,26,0,0,1,3
192,0,1/17/18,1/21/18,29,0,0,1,4
192,0,1/17/18,1/22/18,5,0,0,1,5
192,0,1/17/18,1/23/18,1,0,0,1,6
192,0,1/17/18,1/24/18,4,0,0,1,7
202,0,1/17/18,1/15/18,0,0,1,0,-2
202,0,1/17/18,1/16/18,0,0,1,0,-1
202,0,1/17/18,1/17/18,0,0,0,1,0
202,0,1/17/18,1/19/18,0,0,0,1,2
202,0,1/17/18,1/21/18,0,0,0,1,4
202,0,1/17/18,1/22/18,5,0,0,1,5
202,0,1/17/18,1/23/18,0,0,0,1,6
202,0,1/17/18,1/24/18,0,1.99,0,1,7
210,1,1/18/18,1/17/18,5,0,1,0,-1
210,1,1/18/18,1/18/18,3,0,2,1,0
210,1,1/18/18,1/19/18,5,0,2,1,1
210,1,1/18/18,1/22/18,7,0,2,1,4
210,1,1/18/18,1/23/18,5,0,2,1,5
210,1,1/18/18,1/24/18,7,0,2,1,6
216,1,1/17/18,1/15/18,5,0,1,0,-2
216,1,1/17/18,1/17/18,10,0,2,1,0
216,1,1/17/18,1/18/18,6,0,2,1,1
216,1,1/17/18,1/19/18,5,0,2,1,2
216,1,1/17/18,1/20/18,5,0,2,1,3
216,1,1/17/18,1/21/18,10,0,2,1,4
216,1,1/17/18,1/22/18,10,0,2,1,5
216,1,1/17/18,1/23/18,5,0,2,1,6
216,1,1/17/18,1/24/18,5,0,2,1,7
225,1,1/17/18,1/15/18,14,0,1,0,-2
225,1,1/17/18,1/16/18,12,0,1,0,-1
225,1,1/17/18,1/17/18,28,0,2,1,0
225,1,1/17/18,1/18/18,21,0,2,1,1
225,1,1/17/18,1/19/18,15,0,2,1,2
225,1,1/17/18,1/20/18,21,0,2,1,3
225,1,1/17/18,1/21/18,11,0,2,1,4
225,1,1/17/18,1/22/18,15,0,2,1,5
225,1,1/17/18,1/23/18,20,0,2,1,6
225,1,1/17/18,1/24/18,25,0,2,1,7
235,1,1/17/18,1/15/18,11,0,1,0,-2
235,1,1/17/18,1/16/18,23,0,1,0,-1
235,1,1/17/18,1/17/18,13,0,2,1,0
235,1,1/17/18,1/18/18,19,3.98,2,1,1
235,1,1/17/18,1/19/18,15,0,2,1,2
235,1,1/17/18,1/20/18,12,3.98,2,1,3
235,1,1/17/18,1/21/18,13,0,2,1,4
235,1,1/17/18,1/22/18,18,0,2,1,5
235,1,1/17/18,1/23/18,5,0,2,1,6
235,1,1/17/18,1/24/18,16,0,2,1,7
245,0,1/17/18,1/16/18,7,0,1,0,-1
245,0,1/17/18,1/17/18,4,0,0,1,0
245,0,1/17/18,1/18/18,9,0,0,1,1
248,1,1/17/18,1/15/18,17,0,1,0,-2
248,1,1/17/18,1/16/18,26,0,1,0,-1
248,1,1/17/18,1/17/18,27,0,2,1,0
248,1,1/17/18,1/18/18,22,0,2,1,1
248,1,1/17/18,1/19/18,25,0,2,1,2
248,1,1/17/18,1/20/18,14,0,2,1,3
248,1,1/17/18,1/21/18,28,0,2,1,4
248,1,1/17/18,1/22/18,8,0,2,1,5
248,1,1/17/18,1/23/18,0,0,2,1,6
248,1,1/17/18,1/24/18,11,3.98,2,1,7
258,1,1/19/18,1/18/18,1,0,1,0,-1
258,1,1/19/18,1/19/18,1,0,2,1,0
258,1,1/19/18,1/20/18,16,0,2,1,1
258,1,1/19/18,1/22/18,1,0,2,1,3
258,1,1/19/18,1/23/18,9,0,2,1,4
258,1,1/19/18,1/24/18,11,0,2,1,5
264,0,1/21/18,1/21/18,5,0,0,1,0
265,0,1/18/18,1/18/18,18,0,0,1,0
265,0,1/18/18,1/19/18,37,0,0,1,1
265,0,1/18/18,1/20/18,30,0,0,1,2
265,0,1/18/18,1/21/18,26,0,0,1,3
265,0,1/18/18,1/22/18,12,0,0,1,4
265,0,1/18/18,1/23/18,8,0,0,1,5
265,0,1/18/18,1/24/18,20,0,0,1,6
272,0,1/18/18,1/18/18,6,0,0,1,0
272,0,1/18/18,1/19/18,12,0,0,1,1
272,0,1/18/18,1/22/18,2,0,0,1,4
272,0,1/18/18,1/23/18,0,0,0,1,5
272,0,1/18/18,1/24/18,5,0,0,1,6
277,1,1/18/18,1/16/18,6,0,1,0,-2
277,1,1/18/18,1/17/18,7,0,1,0,-1
277,1,1/18/18,1/18/18,7,0,2,1,0
277,1,1/18/18,1/19/18,11,0,2,1,1
277,1,1/18/18,1/20/18,12,0,2,1,2
277,1,1/18/18,1/21/18,14,0,2,1,3
277,1,1/18/18,1/22/18,0,0,2,1,4
277,1,1/18/18,1/23/18,0,0,2,1,5
277,1,1/18/18,1/24/18,0,0,2,1,6
286,0,1/18/18,1/16/18,12,0,1,0,-2
286,0,1/18/18,1/18/18,6,0,0,1,0
286,0,1/18/18,1/19/18,8,0,0,1,1
286,0,1/18/18,1/21/18,6,0,0,1,3
286,0,1/18/18,1/22/18,10,0,0,1,4
286,0,1/18/18,1/23/18,3,0,0,1,5
286,0,1/18/18,1/24/18,10,0,0,1,6
293,1,1/17/18,1/15/18,26,0,1,0,-2
293,1,1/17/18,1/16/18,29,0,1,0,-1
293,1,1/17/18,1/17/18,28,0,2,1,0
293,1,1/17/18,1/18/18,19,0,2,1,1
293,1,1/17/18,1/19/18,18,0,2,1,2
293,1,1/17/18,1/20/18,25,0,2,1,3
293,1,1/17/18,1/21/18,27,0,2,1,4
293,1,1/17/18,1/22/18,24,0,2,1,5
293,1,1/17/18,1/23/18,22,0,2,1,6
293,1,1/17/18,1/24/18,21,0,2,1,7
303,0,1/18/18,1/16/18,12,0,1,0,-2
303,0,1/18/18,1/17/18,7,0,1,0,-1
303,0,1/18/18,1/18/18,9,0,0,1,0
303,0,1/18/18,1/22/18,10,0,0,1,4
303,0,1/18/18,1/24/18,5,0,0,1,6
308,0,1/17/18,1/15/18,15,0,1,0,-2
308,0,1/17/18,1/16/18,18,0,1,0,-1
308,0,1/17/18,1/17/18,14,0,0,1,0
308,0,1/17/18,1/18/18,7,0,0,1,1
308,0,1/17/18,1/19/18,7,0,0,1,2
308,0,1/17/18,1/20/18,16,0,0,1,3
308,0,1/17/18,1/21/18,14,0,0,1,4
308,0,1/17/18,1/22/18,19,0,0,1,5
308,0,1/17/18,1/24/18,2,0,0,1,7
317,0,1/23/18,1/23/18,0,0,0,1,0
318,1,1/17/18,1/16/18,6,0,1,0,-1
318,1,1/17/18,1/17/18,5,0,2,1,0
318,1,1/17/18,1/18/18,6,0,2,1,1
318,1,1/17/18,1/19/18,6,0,2,1,2
318,1,1/17/18,1/20/18,5,0,2,1,3
318,1,1/17/18,1/21/18,14,0,2,1,4
318,1,1/17/18,1/23/18,5,0,2,1,6
318,1,1/17/18,1/24/18,10,0,2,1,7
326,0,1/18/18,1/16/18,8,0,1,0,-2
326,0,1/18/18,1/18/18,5,0,0,1,0
326,0,1/18/18,1/19/18,6,0,0,1,1
326,0,1/18/18,1/20/18,0,0,0,1,2
326,0,1/18/18,1/22/18,11,0,0,1,4
326,0,1/18/18,1/23/18,7,0,0,1,5
326,0,1/18/18,1/24/18,6,0,0,1,6
333,0,1/17/18,1/17/18,7,0,0,1,0
333,0,1/17/18,1/19/18,17,0,0,1,2
335,1,1/17/18,1/15/18,30,0,1,0,-2
335,1,1/17/18,1/16/18,22,0,1,0,-1
335,1,1/17/18,1/17/18,18,0,2,1,0
335,1,1/17/18,1/18/18,16,0,2,1,1
335,1,1/17/18,1/19/18,32,0,2,1,2
335,1,1/17/18,1/20/18,23,0,2,1,3
335,1,1/17/18,1/21/18,36,0,2,1,4
335,1,1/17/18,1/22/18,9,0,2,1,5
335,1,1/17/18,1/23/18,3,0,2,1,6
335,1,1/17/18,1/24/18,20,0,2,1,7
345,1,1/19/18,1/19/18,5,0,2,1,0
345,1,1/19/18,1/20/18,8,0,2,1,1
345,1,1/19/18,1/21/18,10,0,2,1,2
345,1,1/19/18,1/22/18,9,0,2,1,3
345,1,1/19/18,1/23/18,4,0,2,1,4
345,1,1/19/18,1/24/18,2,0,2,1,5
351,1,1/19/18,1/17/18,0,0,1,0,-2
351,1,1/19/18,1/19/18,5,0,2,1,0
351,1,1/19/18,1/20/18,6,0,2,1,1
351,1,1/19/18,1/21/18,8,0,2,1,2
355,1,1/17/18,1/15/18,11,0,1,0,-2
355,1,1/17/18,1/16/18,5,0,1,0,-1
355,1,1/17/18,1/17/18,13,0,2,1,0
355,1,1/17/18,1/18/18,25,0,2,1,1
355,1,1/17/18,1/19/18,17,0,2,1,2
355,1,1/17/18,1/20/18,17,0,2,1,3
355,1,1/17/18,1/21/18,13,0,2,1,4
355,1,1/17/18,1/22/18,11,0,2,1,5
355,1,1/17/18,1/23/18,12,0,2,1,6
355,1,1/17/18,1/24/18,13,0,2,1,7
365,1,1/20/18,1/20/18,8,0,2,1,0
366,0,1/21/18,1/21/18,13,0,0,1,0
367,1,1/21/18,1/20/18,8,0,1,0,-1
367,1,1/21/18,1/21/18,2,0,2,1,0
367,1,1/21/18,1/24/18,17,0,2,1,3
370,1,1/18/18,1/18/18,5,0,2,1,0
371,0,1/17/18,1/15/18,5,0,1,0,-2
371,0,1/17/18,1/16/18,7,0,1,0,-1
371,0,1/17/18,1/17/18,3,0,0,1,0
371,0,1/17/18,1/18/18,5,0,0,1,1
371,0,1/17/18,1/19/18,5,0,0,1,2
371,0,1/17/18,1/20/18,13,0,0,1,3
371,0,1/17/18,1/21/18,4,0,0,1,4
371,0,1/17/18,1/22/18,4,0,0,1,5
371,0,1/17/18,1/23/18,6,0,0,1,6
371,0,1/17/18,1/24/18,4,0,0,1,7
381,1,1/20/18,1/20/18,1,0,2,1,0
381,1,1/20/18,1/22/18,3,0,2,1,2
381,1,1/20/18,1/24/18,1,0,2,1,4
384,0,1/18/18,1/18/18,2,0,0,1,0
384,0,1/18/18,1/19/18,6,0,0,1,1
384,0,1/18/18,1/21/18,0,0,0,1,3
384,0,1/18/18,1/22/18,0,0,0,1,4
388,0,1/17/18,1/17/18,6,0,0,1,0
388,0,1/17/18,1/20/18,6,0,0,1,3
390,1,1/19/18,1/18/18,11,0,1,0,-1
390,1,1/19/18,1/19/18,21,0,2,1,0
390,1,1/19/18,1/20/18,20,0,2,1,1
390,1,1/19/18,1/21/18,3,0,2,1,2
390,1,1/19/18,1/22/18,6,0,2,1,3
390,1,1/19/18,1/23/18,13,0,2,1,4
390,1,1/19/18,1/24/18,14,0,2,1,5
397,0,1/20/18,1/20/18,5,0,0,1,0
397,0,1/20/18,1/24/18,1,0,0,1,4
399,0,1/21/18,1/21/18,6,0,0,1,0
400,1,1/18/18,1/16/18,5,0,1,0,-2
400,1,1/18/18,1/18/18,7,0,2,1,0
400,1,1/18/18,1/20/18,5,0,2,1,2
400,1,1/18/18,1/21/18,6,0,2,1,3
400,1,1/18/18,1/24/18,1,0,2,1,6
405,0,1/17/18,1/15/18,6,0,1,0,-2
405,0,1/17/18,1/17/18,21,0,0,1,0
405,0,1/17/18,1/18/18,18,0,0,1,1
405,0,1/17/18,1/19/18,6,0,0,1,2
405,0,1/17/18,1/20/18,22,0,0,1,3
405,0,1/17/18,1/21/18,21,0,0,1,4
405,0,1/17/18,1/22/18,19,0,0,1,5
405,0,1/17/18,1/23/18,26,0,0,1,6
405,0,1/17/18,1/24/18,24,0,0,1,7
414,1,1/17/18,1/15/18,18,0,1,0,-2
414,1,1/17/18,1/16/18,23,0,1,0,-1
414,1,1/17/18,1/17/18,13,0,2,1,0
414,1,1/17/18,1/18/18,9,0,2,1,1
414,1,1/17/18,1/19/18,10,0,2,1,2
414,1,1/17/18,1/20/18,15,0,2,1,3
414,1,1/17/18,1/21/18,22,0,2,1,4
414,1,1/17/18,1/22/18,16,0,2,1,5
414,1,1/17/18,1/23/18,19,0,2,1,6
414,1,1/17/18,1/24/18,11,0,2,1,7
424,0,1/17/18,1/15/18,7,0,1,0,-2
424,0,1/17/18,1/16/18,10,0,1,0,-1
424,0,1/17/18,1/17/18,13,0,0,1,0
424,0,1/17/18,1/18/18,5,0,0,1,1
424,0,1/17/18,1/19/18,8,0,0,1,2
424,0,1/17/18,1/20/18,11,0,0,1,3
424,0,1/17/18,1/23/18,8,0,0,1,6
431,1,1/19/18,1/19/18,6,0,2,1,0
431,1,1/19/18,1/20/18,6,0,2,1,1
431,1,1/19/18,1/21/18,7,0,2,1,2
431,1,1/19/18,1/22/18,12,0,2,1,3
431,1,1/19/18,1/23/18,13,0,2,1,4
431,1,1/19/18,1/24/18,23,0,2,1,5
437,1,1/17/18,1/16/18,9,0,1,0,-1
437,1,1/17/18,1/17/18,12,0,2,1,0
437,1,1/17/18,1/18/18,6,0,2,1,1
437,1,1/17/18,1/19/18,23,0,2,1,2
437,1,1/17/18,1/20/18,26,0,2,1,3
437,1,1/17/18,1/21/18,10,0,2,1,4
437,1,1/17/18,1/22/18,16,0,2,1,5
437,1,1/17/18,1/23/18,5,0,2,1,6
437,1,1/17/18,1/24/18,3,0,2,1,7
446,0,1/19/18,1/18/18,4,0,1,0,-1
446,0,1/19/18,1/19/18,1,0,0,1,0
446,0,1/19/18,1/20/18,3,0,0,1,1
449,1,1/21/18,1/19/18,17,0,1,0,-2
449,1,1/21/18,1/20/18,5,0,1,0,-1
449,1,1/21/18,1/21/18,31,0,2,1,0
449,1,1/21/18,1/22/18,25,0,2,1,1
449,1,1/21/18,1/23/18,24,0,2,1,2
449,1,1/21/18,1/24/18,20,0,2,1,3
455,0,1/21/18,1/21/18,1,0,0,1,0
456,0,1/18/18,1/16/18,1,0,1,0,-2
456,0,1/18/18,1/17/18,14,0,1,0,-1
456,0,1/18/18,1/18/18,11,0,0,1,0
456,0,1/18/18,1/19/18,7,0,0,1,1
456,0,1/18/18,1/20/18,8,0,0,1,2
456,0,1/18/18,1/21/18,15,0,0,1,3
456,0,1/18/18,1/22/18,5,0,0,1,4
463,1,1/19/18,1/19/18,34,0,2,1,0
463,1,1/19/18,1/20/18,25,0,2,1,1
463,1,1/19/18,1/21/18,26,0,2,1,2
463,1,1/19/18,1/22/18,23,0,2,1,3
463,1,1/19/18,1/23/18,24,0,2,1,4
463,1,1/19/18,1/24/18,25,0,2,1,5
469,0,1/17/18,1/15/18,4,0,1,0,-2
469,0,1/17/18,1/16/18,2,0,1,0,-1
469,0,1/17/18,1/17/18,3,0,0,1,0
469,0,1/17/18,1/18/18,3,0,0,1,1
469,0,1/17/18,1/19/18,10,0,0,1,2
469,0,1/17/18,1/20/18,0,0,0,1,3
469,0,1/17/18,1/21/18,6,0,0,1,4
469,0,1/17/18,1/22/18,5,0,0,1,5
469,0,1/17/18,1/23/18,5,0,0,1,6
469,0,1/17/18,1/24/18,10,0,0,1,7
479,1,1/17/18,1/15/18,26,0,1,0,-2
479,1,1/17/18,1/16/18,15,0,1,0,-1
479,1,1/17/18,1/17/18,10,0,2,1,0
479,1,1/17/18,1/18/18,8,0,2,1,1
479,1,1/17/18,1/19/18,14,0,2,1,2
479,1,1/17/18,1/20/18,5,0,2,1,3
479,1,1/17/18,1/21/18,30,0,2,1,4
479,1,1/17/18,1/22/18,28,0,2,1,5
479,1,1/17/18,1/23/18,26,0,2,1,6
479,1,1/17/18,1/24/18,13,0,2,1,7
489,1,1/23/18,1/23/18,19,0,2,1,0
490,0,1/19/18,1/19/18,5,0,0,1,0
490,0,1/19/18,1/20/18,2,0,0,1,1
492,1,1/17/18,1/15/18,25,0,1,0,-2
492,1,1/17/18,1/16/18,11,0,1,0,-1
492,1,1/17/18,1/17/18,5,0,2,1,0
492,1,1/17/18,1/18/18,7,0,2,1,1
492,1,1/17/18,1/19/18,7,0,2,1,2
492,1,1/17/18,1/20/18,7,0,2,1,3
498,1,1/17/18,1/15/18,28,0,1,0,-2
498,1,1/17/18,1/17/18,3,0,2,1,0
498,1,1/17/18,1/18/18,8,0,2,1,1
498,1,1/17/18,1/19/18,3,0,2,1,2
498,1,1/17/18,1/20/18,8,0,2,1,3
498,1,1/17/18,1/21/18,14,0,2,1,4
498,1,1/17/18,1/22/18,2,0,2,1,5
498,1,1/17/18,1/23/18,25,0,2,1,6
498,1,1/17/18,1/24/18,26,0,2,1,7
507,1,1/17/18,1/17/18,1,0,2,1,0
507,1,1/17/18,1/18/18,2,0,2,1,1
507,1,1/17/18,1/19/18,0,0,2,1,2
507,1,1/17/18,1/20/18,1,0,2,1,3
507,1,1/17/18,1/22/18,0,0,2,1,5
507,1,1/17/18,1/23/18,0,0,2,1,6
507,1,1/17/18,1/24/18,1,0,2,1,7
514,1,1/18/18,1/16/18,19,0,1,0,-2
514,1,1/18/18,1/17/18,14,0,1,0,-1
514,1,1/18/18,1/18/18,13,0,2,1,0
514,1,1/18/18,1/19/18,29,0,2,1,1
514,1,1/18/18,1/20/18,19,0,2,1,2
514,1,1/18/18,1/21/18,42,0,2,1,3
514,1,1/18/18,1/22/18,14,0,2,1,4
514,1,1/18/18,1/23/18,15,0,2,1,5
514,1,1/18/18,1/24/18,17,0,2,1,6
523,1,1/20/18,1/20/18,30,0,2,1,0
523,1,1/20/18,1/21/18,19,0,2,1,1
525,0,1/19/18,1/19/18,6,0,0,1,0
525,0,1/19/18,1/20/18,3,0,0,1,1
527,0,1/19/18,1/19/18,6,0,0,1,0
527,0,1/19/18,1/20/18,9,0,0,1,1
529,0,1/17/18,1/15/18,9,0,1,0,-2
529,0,1/17/18,1/16/18,12,0,1,0,-1
